interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT014357,CX02773,2025-12-02,Mobile App,Purchase,Enterprise Plan,Asia Pacific,4.62,0.09,Resolved,0,4.7,Neutral,55+,28
INT014358,CX00102,2026-03-19,Phone,Complaint,Basic Plan,North America,3.21,0.17,Resolved,0,2.4,Positive,46-55,26
INT014359,CX00051,2026-04-03,Phone,Onboarding,Add-on Services,Asia Pacific,3.65,0.41,Pending,1,3.1,Neutral,18-25,40
INT014360,CX02011,2025-09-02,Live Chat,Feedback,Add-on Services,Latin America,4.22,0.18,Resolved,0,2.6,Negative,36-45,56
INT014361,CX04599,2026-01-29,Live Chat,Purchase,Basic Plan,Europe,4.44,0.19,Resolved,1,2.1,Positive,55+,29
INT014362,CX01644,2025-10-21,In-Store,Complaint,Add-on Services,Latin America,2.67,0.68,Pending,1,1.4,Neutral,36-45,51
INT014363,CX02829,2025-12-11,Mobile App,Complaint,Add-on Services,Asia Pacific,2.92,0.15,Escalated,1,2.5,Positive,55+,11
INT014364,CX03382,2025-07-07,Mobile App,Purchase,Basic Plan,North America,4.87,0.17,Resolved,1,4.2,Positive,55+,22
INT014365,CX02488,2026-01-26,Website,Support,Enterprise Plan,Asia Pacific,4.13,0.09,Resolved,1,2.4,Negative,18-25,17
INT014366,CX02646,2025-09-22,Email,Support,Pro Plan,Latin America,3.8,2.29,Resolved,0,3.8,Positive,46-55,38
INT014367,CX03810,2025-10-17,Email,Complaint,Add-on Services,Asia Pacific,3.33,1.38,Resolved,0,1.5,Neutral,36-45,39
INT014368,CX01450,2026-01-19,Email,Feedback,Pro Plan,North America,4.0,4.89,Resolved,0,3.7,Positive,46-55,55
INT014369,CX02376,2025-06-09,Email,Complaint,Add-on Services,North America,3.09,4.24,Resolved,0,2.2,Negative,46-55,35
INT014370,CX00328,2026-01-20,Email,Onboarding,Pro Plan,Europe,4.77,1.77,Resolved,1,3.6,Negative,36-45,22
INT014371,CX04412,2026-02-12,In-Store,Purchase,Enterprise Plan,Europe,3.59,0.36,Resolved,1,1.7,Positive,36-45,44
INT014372,CX00411,2025-07-20,In-Store,Feedback,Pro Plan,Asia Pacific,3.0,0.66,Escalated,1,3.2,Positive,18-25,34
INT014373,CX00873,2026-03-24,In-Store,Renewal,Pro Plan,Europe,3.85,0.66,Resolved,0,2.3,Positive,55+,60
INT014374,CX00610,2026-05-15,Live Chat,Renewal,Enterprise Plan,Latin America,3.15,0.14,Pending,1,2.9,Positive,26-35,3
INT014375,CX00936,2025-08-11,Website,Purchase,Pro Plan,Latin America,4.78,0.12,Resolved,1,2.0,Positive,55+,13
INT014376,CX02335,2025-11-08,Email,Renewal,Enterprise Plan,Asia Pacific,3.55,4.23,Resolved,0,2.2,Neutral,46-55,22
INT014377,CX01657,2025-09-24,Email,Feedback,Pro Plan,Europe,2.62,4.67,Pending,1,2.0,Positive,18-25,3
INT014378,CX00231,2025-06-18,Email,Renewal,Enterprise Plan,Latin America,3.82,2.09,Pending,1,4.0,Negative,46-55,12
INT014379,CX02599,2026-02-13,In-Store,Feedback,Add-on Services,Latin America,3.6,0.64,Resolved,1,2.6,Neutral,46-55,25
INT014380,CX02037,2026-05-27,Website,Renewal,Add-on Services,Asia Pacific,4.49,0.18,Escalated,0,3.5,Positive,46-55,12
INT014381,CX01062,2026-01-11,Phone,Renewal,Add-on Services,Latin America,3.38,0.32,Pending,0,4.2,Positive,46-55,56
INT014382,CX03755,2026-03-02,Phone,Purchase,Add-on Services,North America,3.84,0.15,Escalated,0,2.0,Positive,18-25,13
INT014383,CX00372,2026-02-07,Mobile App,Support,Pro Plan,Europe,4.01,0.15,Resolved,1,3.9,Neutral,26-35,36
INT014384,CX04513,2025-12-17,Email,Onboarding,Pro Plan,North America,3.21,1.37,Pending,0,3.1,Positive,18-25,52
INT014385,CX03315,2025-09-14,Phone,Feedback,Enterprise Plan,North America,4.87,0.4,Resolved,0,3.7,Neutral,55+,56
INT014386,CX02847,2025-08-12,Phone,Purchase,Pro Plan,Latin America,4.98,0.19,Resolved,1,4.7,Neutral,55+,59
INT014387,CX02694,2026-02-06,Website,Renewal,Pro Plan,Latin America,3.29,0.12,Resolved,1,1.3,Neutral,55+,52
INT014388,CX03526,2026-05-28,Website,Onboarding,Add-on Services,North America,4.43,0.19,Resolved,0,2.9,Positive,46-55,45
INT014389,CX03839,2025-11-08,In-Store,Complaint,Add-on Services,North America,1.54,0.3,Resolved,1,2.6,Neutral,55+,34
INT014390,CX02653,2026-03-07,Phone,Feedback,Basic Plan,Latin America,3.29,0.18,Pending,0,2.8,Negative,55+,39
INT014391,CX00624,2025-09-17,In-Store,Support,Add-on Services,Europe,3.71,0.5,Pending,0,4.1,Negative,18-25,25
INT014392,CX03661,2025-11-25,Website,Purchase,Enterprise Plan,North America,3.74,0.19,Pending,1,3.0,Negative,26-35,26
INT014393,CX00459,2025-11-03,Phone,Purchase,Pro Plan,Europe,4.01,0.18,Resolved,0,1.7,Positive,18-25,2
INT014394,CX00654,2026-02-26,Email,Support,Basic Plan,North America,4.35,2.68,Resolved,1,4.5,Positive,46-55,55
INT014395,CX00748,2026-02-02,Website,Renewal,Pro Plan,Latin America,3.26,0.17,Resolved,0,1.0,Positive,46-55,2
INT014396,CX00068,2026-01-27,Phone,Feedback,Add-on Services,Europe,4.91,0.37,Resolved,0,2.4,Positive,26-35,4
INT014397,CX03629,2026-04-22,Phone,Feedback,Add-on Services,Asia Pacific,2.52,0.37,Resolved,1,2.4,Neutral,46-55,25
INT014398,CX01201,2025-09-25,Mobile App,Renewal,Basic Plan,Europe,4.11,0.06,Resolved,1,2.3,Positive,18-25,44
INT014399,CX01034,2025-06-12,Email,Purchase,Enterprise Plan,North America,3.61,1.35,Escalated,1,3.5,Positive,36-45,3
INT014400,CX03136,2025-10-28,Mobile App,Feedback,Basic Plan,Europe,2.96,0.19,Escalated,1,1.9,Positive,55+,24
INT014401,CX01743,2026-04-03,Mobile App,Complaint,Enterprise Plan,Europe,3.48,0.16,Resolved,1,3.1,Positive,36-45,23
INT014402,CX04456,2026-04-17,In-Store,Onboarding,Enterprise Plan,North America,3.72,0.98,Pending,0,2.8,Neutral,55+,15
INT014403,CX04000,2025-08-03,Live Chat,Renewal,Enterprise Plan,Europe,3.14,0.22,Pending,0,4.3,Neutral,36-45,50
INT014404,CX01132,2025-06-08,Email,Support,Pro Plan,North America,3.47,1.7,Resolved,1,1.2,Positive,36-45,48
INT014405,CX00729,2025-12-06,Email,Feedback,Add-on Services,North America,4.72,4.89,Resolved,1,3.1,Positive,55+,4
INT014406,CX00484,2025-07-05,Email,Feedback,Basic Plan,Europe,3.21,1.3,Escalated,1,4.1,Neutral,55+,49
INT014407,CX01466,2026-02-19,Live Chat,Purchase,Basic Plan,Europe,4.94,0.23,Pending,1,1.3,Neutral,18-25,8
INT014408,CX02976,2025-10-18,In-Store,Purchase,Add-on Services,Latin America,4.64,0.5,Resolved,1,2.5,Negative,46-55,1
INT014409,CX04152,2025-10-12,Phone,Complaint,Basic Plan,Europe,1.74,0.3,Escalated,0,1.7,Negative,18-25,49
INT014410,CX01655,2025-11-19,Live Chat,Complaint,Pro Plan,Latin America,2.69,0.14,Escalated,1,2.5,Positive,36-45,36
INT014411,CX00636,2025-11-26,Live Chat,Onboarding,Pro Plan,Latin America,4.28,0.24,Resolved,1,4.5,Positive,26-35,7
INT014412,CX02690,2025-08-22,Email,Support,Pro Plan,Latin America,2.83,2.55,Resolved,1,3.7,Negative,18-25,35
INT014413,CX01692,2025-12-17,Phone,Purchase,Pro Plan,North America,4.12,0.11,Resolved,1,1.7,Positive,26-35,29
INT014414,CX04010,2025-09-12,Email,Renewal,Basic Plan,Europe,3.21,2.2,Resolved,0,4.3,Positive,26-35,44
INT014415,CX04624,2025-07-08,Phone,Purchase,Enterprise Plan,Europe,4.85,0.25,Escalated,1,3.5,Negative,18-25,1
INT014416,CX00353,2026-01-02,Mobile App,Purchase,Pro Plan,Europe,3.99,0.12,Escalated,1,3.8,Negative,55+,44
INT014417,CX02514,2026-01-05,Mobile App,Purchase,Pro Plan,North America,3.69,0.1,Resolved,0,1.8,Positive,46-55,14
INT014418,CX00887,2025-12-21,Website,Purchase,Basic Plan,North America,3.95,0.12,Resolved,0,3.7,Neutral,26-35,42
INT014419,CX03426,2026-02-02,Website,Support,Pro Plan,North America,3.42,0.18,Resolved,1,1.9,Positive,46-55,57
INT014420,CX02955,2025-06-29,Mobile App,Onboarding,Basic Plan,Latin America,4.93,0.11,Resolved,1,4.3,Neutral,18-25,60
INT014421,CX00999,2026-01-13,Phone,Support,Enterprise Plan,North America,4.13,0.21,Resolved,1,1.9,Positive,26-35,51
INT014422,CX02162,2025-07-02,Phone,Onboarding,Pro Plan,North America,3.39,0.14,Resolved,1,2.6,Neutral,46-55,10
INT014423,CX03375,2025-09-01,Email,Renewal,Enterprise Plan,Europe,4.0,2.25,Resolved,1,4.1,Negative,46-55,41
INT014424,CX04603,2025-09-11,Phone,Feedback,Enterprise Plan,Europe,3.3,0.15,Pending,0,2.6,Positive,36-45,29
INT014425,CX03800,2025-06-26,Website,Complaint,Add-on Services,Asia Pacific,1.71,0.1,Resolved,1,1.1,Positive,26-35,4
INT014426,CX04016,2025-09-28,Email,Feedback,Add-on Services,North America,3.27,3.13,Pending,0,4.2,Positive,26-35,59
INT014427,CX03339,2025-06-07,Email,Renewal,Basic Plan,Europe,3.87,4.92,Pending,0,1.2,Negative,36-45,32
INT014428,CX01472,2025-08-24,Email,Purchase,Basic Plan,Latin America,4.5,3.64,Resolved,1,2.7,Positive,36-45,38
INT014429,CX02349,2025-11-07,Mobile App,Feedback,Enterprise Plan,Latin America,4.08,0.05,Escalated,1,4.1,Neutral,46-55,54
INT014430,CX03526,2026-01-11,Live Chat,Complaint,Add-on Services,North America,3.2,0.21,Resolved,0,2.6,Positive,46-55,45
INT014431,CX03645,2026-04-25,Website,Onboarding,Basic Plan,Asia Pacific,3.85,0.12,Pending,0,1.7,Positive,18-25,30
INT014432,CX01533,2026-02-04,In-Store,Purchase,Enterprise Plan,Latin America,3.53,0.18,Resolved,1,2.6,Neutral,55+,33
INT014433,CX01939,2025-12-16,Mobile App,Complaint,Enterprise Plan,Europe,3.29,0.07,Resolved,1,3.4,Neutral,55+,44
INT014434,CX01649,2026-01-15,In-Store,Support,Enterprise Plan,Asia Pacific,3.03,0.63,Escalated,0,4.6,Positive,36-45,27
INT014435,CX00643,2026-05-22,Email,Feedback,Basic Plan,Europe,4.34,3.5,Resolved,1,1.7,Positive,46-55,48
INT014436,CX03278,2026-03-30,Website,Onboarding,Pro Plan,North America,4.1,0.12,Resolved,1,3.2,Positive,55+,9
INT014437,CX02121,2025-06-18,Live Chat,Support,Pro Plan,Asia Pacific,2.63,0.27,Resolved,1,1.9,Negative,46-55,26
INT014438,CX01317,2026-05-19,Phone,Support,Enterprise Plan,Europe,3.85,0.18,Resolved,1,1.5,Negative,18-25,38
INT014439,CX01470,2025-08-08,Mobile App,Purchase,Basic Plan,Europe,4.07,0.06,Resolved,0,2.7,Positive,46-55,23
INT014440,CX00378,2026-05-09,Website,Complaint,Basic Plan,Asia Pacific,1.83,0.17,Pending,0,5.0,Neutral,26-35,44
INT014441,CX00706,2025-11-21,In-Store,Onboarding,Add-on Services,Europe,3.96,0.22,Escalated,0,1.2,Positive,18-25,19
INT014442,CX04992,2026-01-03,Live Chat,Complaint,Pro Plan,Latin America,2.42,0.14,Pending,1,1.6,Negative,26-35,52
INT014443,CX01397,2025-12-16,In-Store,Purchase,Basic Plan,Europe,3.68,0.64,Escalated,0,3.6,Positive,46-55,4
INT014444,CX00876,2025-09-08,Mobile App,Onboarding,Pro Plan,Latin America,4.9,0.18,Resolved,1,2.1,Negative,18-25,5
INT014445,CX04573,2025-11-10,Website,Support,Enterprise Plan,North America,4.41,0.15,Escalated,1,1.4,Positive,26-35,56
INT014446,CX01362,2026-02-02,Mobile App,Support,Basic Plan,Latin America,2.77,0.08,Resolved,1,1.3,Neutral,46-55,11
INT014447,CX02815,2026-04-15,Email,Feedback,Pro Plan,Europe,4.65,4.56,Escalated,1,2.6,Neutral,18-25,20
INT014448,CX02027,2025-11-10,Mobile App,Feedback,Enterprise Plan,Europe,3.69,0.11,Resolved,1,1.6,Neutral,46-55,46
INT014449,CX01642,2025-06-01,Mobile App,Renewal,Add-on Services,North America,4.11,0.14,Resolved,0,4.7,Positive,26-35,45
INT014450,CX04254,2025-07-18,In-Store,Feedback,Enterprise Plan,North America,4.37,0.21,Pending,0,1.3,Positive,18-25,29
INT014451,CX03251,2026-04-20,Live Chat,Feedback,Pro Plan,Europe,4.55,0.28,Resolved,1,3.4,Positive,46-55,39
INT014452,CX03569,2026-04-08,Email,Feedback,Enterprise Plan,North America,3.71,1.81,Resolved,0,4.0,Neutral,55+,52
INT014453,CX00585,2026-01-22,Phone,Complaint,Pro Plan,North America,3.35,0.19,Resolved,1,3.1,Negative,18-25,50
INT014454,CX01735,2025-06-15,Phone,Feedback,Add-on Services,North America,4.29,0.32,Resolved,1,3.7,Neutral,36-45,52
INT014455,CX03847,2025-11-23,Mobile App,Support,Basic Plan,Asia Pacific,2.6,0.17,Escalated,0,1.6,Positive,36-45,29
INT014456,CX00344,2025-11-12,In-Store,Onboarding,Add-on Services,Europe,4.38,0.9,Resolved,1,3.5,Positive,26-35,44
INT014457,CX03731,2026-04-16,Website,Onboarding,Add-on Services,North America,4.01,0.07,Escalated,1,4.2,Neutral,36-45,7
INT014458,CX03122,2026-03-14,Phone,Purchase,Add-on Services,Europe,3.95,0.28,Resolved,1,1.8,Positive,26-35,5
INT014459,CX00352,2025-06-01,Email,Complaint,Add-on Services,Asia Pacific,2.94,4.76,Resolved,1,4.7,Positive,55+,1
INT014460,CX03599,2025-07-04,Email,Renewal,Add-on Services,Latin America,3.23,4.65,Pending,1,2.6,Positive,26-35,1
INT014461,CX04340,2026-05-28,Email,Complaint,Basic Plan,Latin America,1.81,4.46,Escalated,0,1.6,Positive,18-25,54
INT014462,CX00446,2025-07-31,Website,Renewal,Basic Plan,Asia Pacific,4.01,0.16,Resolved,0,4.8,Positive,46-55,38
INT014463,CX00208,2026-03-16,Live Chat,Support,Enterprise Plan,North America,2.73,0.25,Escalated,1,4.3,Positive,55+,57
INT014464,CX00867,2025-07-27,Email,Feedback,Basic Plan,Asia Pacific,2.58,4.88,Resolved,1,1.3,Negative,55+,54
INT014465,CX02614,2026-04-27,Email,Complaint,Enterprise Plan,North America,3.1,2.79,Resolved,1,4.2,Positive,46-55,2
INT014466,CX01045,2026-03-21,Phone,Support,Enterprise Plan,North America,4.3,0.33,Pending,1,3.2,Negative,36-45,3
INT014467,CX02593,2025-06-09,Email,Complaint,Basic Plan,Europe,2.7,1.74,Escalated,1,1.5,Positive,46-55,52
INT014468,CX03006,2025-11-14,Phone,Complaint,Add-on Services,Asia Pacific,2.93,0.33,Escalated,0,4.5,Positive,18-25,31
INT014469,CX03889,2025-08-22,Phone,Complaint,Enterprise Plan,Latin America,2.3,0.49,Pending,1,1.3,Negative,46-55,27
INT014470,CX00821,2025-10-01,Website,Complaint,Add-on Services,Asia Pacific,3.24,0.13,Resolved,1,3.5,Neutral,46-55,42
INT014471,CX03710,2026-04-24,Website,Onboarding,Pro Plan,North America,4.99,0.09,Escalated,1,1.7,Positive,55+,5
INT014472,CX01184,2026-05-26,Website,Support,Enterprise Plan,North America,2.63,0.08,Pending,1,2.8,Positive,26-35,29
INT014473,CX00149,2026-05-03,Phone,Complaint,Add-on Services,North America,2.87,0.48,Escalated,1,1.5,Positive,36-45,5
INT014474,CX01929,2026-02-21,In-Store,Complaint,Pro Plan,Europe,1.96,0.76,Resolved,1,3.5,Positive,46-55,40
INT014475,CX00259,2026-04-17,In-Store,Renewal,Basic Plan,North America,4.11,0.27,Pending,1,1.2,Neutral,26-35,19
INT014476,CX00496,2025-10-17,Phone,Support,Pro Plan,Latin America,3.64,0.32,Escalated,0,3.9,Negative,55+,50
INT014477,CX01264,2026-05-12,Mobile App,Onboarding,Basic Plan,North America,3.89,0.09,Resolved,1,3.3,Negative,36-45,7
INT014478,CX02369,2026-03-19,Phone,Support,Add-on Services,Latin America,4.44,0.19,Resolved,1,3.1,Neutral,55+,41
INT014479,CX03175,2025-07-02,In-Store,Purchase,Pro Plan,Latin America,4.79,0.28,Resolved,1,1.9,Positive,55+,17
INT014480,CX02654,2025-10-11,Live Chat,Purchase,Add-on Services,Latin America,4.41,0.14,Escalated,0,3.8,Negative,36-45,4
INT014481,CX01511,2025-07-20,Phone,Complaint,Basic Plan,Europe,2.12,0.34,Resolved,0,1.8,Positive,46-55,43
INT014482,CX01444,2025-06-05,Live Chat,Feedback,Add-on Services,Latin America,4.11,0.27,Resolved,0,1.0,Positive,46-55,27
INT014483,CX01824,2026-01-29,Live Chat,Feedback,Add-on Services,Asia Pacific,3.25,0.2,Resolved,0,3.0,Neutral,36-45,48
INT014484,CX01431,2026-03-23,Website,Purchase,Pro Plan,North America,4.72,0.08,Pending,0,3.6,Positive,46-55,31
INT014485,CX04731,2026-01-18,Live Chat,Onboarding,Add-on Services,Asia Pacific,3.68,0.13,Resolved,1,3.9,Negative,55+,41
INT014486,CX00685,2025-08-03,Phone,Feedback,Pro Plan,Asia Pacific,4.1,0.48,Pending,0,2.3,Positive,18-25,27
INT014487,CX04865,2025-10-04,Mobile App,Purchase,Add-on Services,Asia Pacific,4.23,0.1,Resolved,1,4.3,Neutral,18-25,42
INT014488,CX02206,2026-05-24,Mobile App,Onboarding,Enterprise Plan,Asia Pacific,3.08,0.12,Resolved,1,2.7,Negative,18-25,52
INT014489,CX00093,2025-10-06,Phone,Feedback,Basic Plan,Europe,4.05,0.26,Resolved,0,1.5,Negative,55+,16
INT014490,CX02143,2026-02-16,Live Chat,Purchase,Enterprise Plan,Asia Pacific,3.73,0.11,Resolved,1,2.0,Positive,46-55,15
INT014491,CX02012,2025-07-09,Website,Renewal,Basic Plan,Latin America,4.21,0.18,Pending,1,5.0,Negative,46-55,56
INT014492,CX01955,2025-08-17,Website,Complaint,Pro Plan,Europe,2.55,0.17,Resolved,1,4.2,Negative,26-35,22
INT014493,CX04599,2026-02-13,Mobile App,Purchase,Basic Plan,Europe,3.66,0.08,Resolved,0,1.3,Negative,55+,29
INT014494,CX02620,2025-08-16,Phone,Complaint,Enterprise Plan,Latin America,2.31,0.17,Resolved,1,4.9,Negative,26-35,25
INT014495,CX01737,2025-08-16,Website,Onboarding,Add-on Services,Asia Pacific,4.67,0.07,Resolved,1,2.6,Positive,18-25,17
INT014496,CX03205,2026-02-18,Website,Purchase,Enterprise Plan,Asia Pacific,4.55,0.09,Pending,1,2.2,Positive,26-35,12
INT014497,CX00281,2025-09-29,Phone,Onboarding,Basic Plan,Asia Pacific,3.66,0.25,Pending,1,1.1,Negative,18-25,23
INT014498,CX02836,2026-03-02,Website,Complaint,Enterprise Plan,Europe,1.84,0.07,Resolved,1,4.6,Negative,46-55,33
INT014499,CX04584,2026-01-31,Mobile App,Support,Pro Plan,Europe,3.95,0.08,Resolved,1,2.0,Positive,36-45,32
INT014500,CX03743,2025-10-08,Email,Purchase,Basic Plan,Asia Pacific,4.75,1.49,Resolved,1,5.0,Neutral,46-55,45
INT014501,CX01900,2025-10-31,Website,Purchase,Enterprise Plan,Latin America,3.8,0.15,Resolved,1,4.3,Neutral,18-25,10
INT014502,CX02878,2025-11-04,Mobile App,Onboarding,Pro Plan,Asia Pacific,4.12,0.18,Resolved,0,4.3,Positive,18-25,60
INT014503,CX03780,2026-01-31,Website,Complaint,Pro Plan,North America,1.98,0.07,Pending,1,2.8,Neutral,36-45,36
INT014504,CX04517,2026-05-01,Mobile App,Support,Basic Plan,Europe,2.71,0.06,Resolved,1,1.4,Positive,18-25,15
INT014505,CX01082,2025-06-29,In-Store,Complaint,Basic Plan,North America,2.39,0.93,Resolved,1,2.2,Neutral,55+,33
INT014506,CX00505,2025-08-30,In-Store,Purchase,Enterprise Plan,Latin America,4.99,0.87,Pending,1,1.5,Negative,26-35,44
INT014507,CX04119,2025-06-08,Email,Renewal,Basic Plan,Latin America,3.57,4.35,Resolved,0,1.8,Neutral,46-55,44
INT014508,CX01549,2026-02-05,Email,Support,Basic Plan,Asia Pacific,4.22,4.04,Escalated,1,1.8,Positive,55+,42
INT014509,CX02209,2026-03-19,Phone,Complaint,Basic Plan,Latin America,2.75,0.33,Pending,1,4.2,Positive,26-35,30
INT014510,CX03261,2025-11-23,Live Chat,Feedback,Pro Plan,North America,3.95,0.29,Resolved,1,1.0,Neutral,18-25,15
INT014511,CX02208,2025-12-27,Mobile App,Support,Add-on Services,Asia Pacific,3.65,0.13,Escalated,0,2.9,Positive,55+,57
INT014512,CX01945,2025-09-11,Website,Purchase,Add-on Services,Europe,3.74,0.18,Pending,0,2.8,Neutral,36-45,17
INT014513,CX00796,2025-10-31,Email,Renewal,Basic Plan,Europe,3.3,1.21,Escalated,1,2.1,Neutral,46-55,56
INT014514,CX02886,2025-06-14,Website,Onboarding,Add-on Services,North America,4.03,0.11,Pending,1,3.8,Negative,36-45,58
INT014515,CX04022,2025-06-15,Email,Complaint,Enterprise Plan,Europe,2.25,2.06,Pending,1,3.9,Neutral,36-45,38
INT014516,CX00306,2025-06-21,Website,Complaint,Add-on Services,Asia Pacific,1.52,0.14,Resolved,1,1.5,Negative,46-55,29
INT014517,CX04735,2026-03-11,Website,Support,Pro Plan,Europe,2.85,0.14,Resolved,1,3.2,Neutral,18-25,12
INT014518,CX03612,2025-12-27,In-Store,Complaint,Basic Plan,Latin America,2.02,0.4,Escalated,1,3.7,Negative,36-45,25
INT014519,CX04063,2025-12-16,Mobile App,Feedback,Basic Plan,North America,3.58,0.09,Resolved,1,4.3,Negative,36-45,8
INT014520,CX02846,2026-01-27,Website,Feedback,Add-on Services,North America,4.01,0.11,Pending,1,1.9,Neutral,26-35,12
INT014521,CX00736,2025-12-14,Mobile App,Renewal,Basic Plan,North America,3.68,0.16,Pending,1,1.5,Positive,55+,43
INT014522,CX02620,2025-09-13,Email,Purchase,Enterprise Plan,Latin America,4.71,4.25,Resolved,1,1.0,Negative,26-35,25
INT014523,CX01915,2025-07-11,Email,Feedback,Pro Plan,Asia Pacific,4.92,1.72,Resolved,1,3.5,Neutral,36-45,37
INT014524,CX03645,2025-10-09,Email,Complaint,Basic Plan,Asia Pacific,2.91,3.43,Resolved,0,3.2,Neutral,18-25,30
INT014525,CX03879,2026-02-26,Phone,Support,Enterprise Plan,Europe,4.08,0.19,Resolved,1,2.4,Positive,55+,22
INT014526,CX01808,2025-11-29,Mobile App,Onboarding,Pro Plan,Europe,4.42,0.19,Resolved,0,3.3,Positive,36-45,50
INT014527,CX02922,2026-05-03,Phone,Purchase,Enterprise Plan,Asia Pacific,4.2,0.34,Resolved,1,4.6,Positive,55+,24
INT014528,CX03224,2025-11-28,Mobile App,Renewal,Pro Plan,Asia Pacific,3.3,0.1,Resolved,1,4.4,Neutral,18-25,24
INT014529,CX00288,2025-06-23,Website,Support,Enterprise Plan,Europe,3.32,0.11,Resolved,1,1.5,Negative,46-55,57
INT014530,CX00352,2025-07-11,Phone,Purchase,Add-on Services,Asia Pacific,4.73,0.3,Resolved,1,3.7,Positive,55+,1
INT014531,CX03382,2025-12-25,Mobile App,Onboarding,Basic Plan,North America,4.35,0.2,Resolved,1,4.6,Positive,55+,22
INT014532,CX02198,2026-03-16,Website,Support,Enterprise Plan,Asia Pacific,2.72,0.11,Resolved,1,3.3,Neutral,18-25,45
INT014533,CX02916,2025-07-04,Phone,Purchase,Enterprise Plan,Asia Pacific,4.19,0.38,Resolved,1,3.8,Negative,36-45,9
INT014534,CX03540,2025-08-10,Live Chat,Onboarding,Basic Plan,North America,4.63,0.15,Resolved,1,4.9,Positive,36-45,5
INT014535,CX02887,2025-12-14,Phone,Feedback,Enterprise Plan,Latin America,4.39,0.14,Resolved,1,4.8,Positive,18-25,53
INT014536,CX04566,2026-04-25,Email,Support,Add-on Services,Asia Pacific,2.91,4.98,Escalated,0,4.8,Neutral,46-55,9
INT014537,CX03923,2026-01-12,Live Chat,Renewal,Enterprise Plan,Latin America,3.77,0.1,Pending,1,2.2,Positive,55+,6
INT014538,CX02529,2025-10-14,Email,Onboarding,Enterprise Plan,North America,3.45,3.24,Resolved,0,4.7,Negative,46-55,3
INT014539,CX04189,2026-04-03,Email,Purchase,Basic Plan,Europe,4.12,4.85,Resolved,1,5.0,Positive,46-55,43
INT014540,CX01098,2026-02-25,In-Store,Renewal,Basic Plan,Asia Pacific,3.58,0.32,Resolved,1,3.2,Positive,55+,4
INT014541,CX04612,2025-12-23,In-Store,Feedback,Enterprise Plan,North America,2.51,0.25,Resolved,1,2.2,Positive,18-25,10
INT014542,CX01918,2025-07-19,Website,Complaint,Basic Plan,Europe,2.92,0.08,Resolved,1,4.0,Negative,26-35,42
INT014543,CX01256,2025-09-04,Website,Complaint,Enterprise Plan,Latin America,3.08,0.13,Resolved,0,2.2,Positive,36-45,47
INT014544,CX01646,2025-10-30,In-Store,Support,Add-on Services,Europe,3.5,0.4,Escalated,1,3.9,Positive,36-45,8
INT014545,CX00434,2026-01-12,Email,Renewal,Enterprise Plan,North America,3.01,4.93,Resolved,0,1.7,Positive,36-45,1
INT014546,CX00390,2026-02-13,In-Store,Feedback,Enterprise Plan,Asia Pacific,4.2,0.32,Escalated,1,1.1,Negative,55+,39
INT014547,CX00826,2026-01-19,Phone,Purchase,Basic Plan,Asia Pacific,4.84,0.15,Escalated,1,1.9,Neutral,55+,56
INT014548,CX04770,2026-04-12,Phone,Purchase,Basic Plan,Latin America,4.78,0.18,Resolved,0,3.7,Positive,46-55,8
INT014549,CX04816,2025-06-16,In-Store,Renewal,Add-on Services,Latin America,4.16,0.4,Resolved,1,4.5,Neutral,26-35,13
